Asthma,CHD,Disability,LBW,OldAge,YoungAge,POC,NoIns,HBLI,LowInc,LowEd,Unemp,LingIso,Freight,PWDis,Waste,Psites,RMP,TRI,CF,CANCER,HI,PM25,DSLPM,PTRAF,RSEI_AIR,EBLL,SenPop,SEFac,EnvCond,EnvExp,PopChar,PolBur,Index
0.8812,0.3932,0.8015,0.6941,0.1934,0.9305,0.7656,0.3413,0.9128,0.8963,0.7345,0.8483,0.5942,0.2592,0.1783,0.0,0.1922,0.0,0.182,0.1732,0.2174,0.0948,0.6435,0.4513,0.2528,0.2124,0.5917,0.6489833333333334,0.7275714285714285,0.14070000000000002,0.3519857142857143,0.688277380952381,0.2815571428571429,0.1937894128741497
0.9381,0.7181,0.7598,0.9039,0.3274,0.9949,0.9457,0.866,0.9709,0.976,0.4513,0.5929,0.4121,0.4425,0.1833,0.0,0.33,0.0,0.2453,0.3401,0.2174,0.0999,0.6536,0.4817,0.4614,0.2845,0.5929,0.7737000000000002,0.7449857142857143,0.2201714285714286,0.3987714285714286,0.7593428571428572,0.3392380952380953,0.25759802448979596
0.9912,0.8483,0.8319,0.8382,0.2718,0.7459,0.9748,0.4791,0.9558,0.9975,0.7851,0.9558,0.2617,0.5272,0.1568,0.0,0.4968,0.0,0.5474,0.4665,0.2174,0.0999,0.6662,0.4399,0.4185,0.2225,0.5942,0.75455,0.7728285714285715,0.31352857142857143,0.37979999999999997,0.7636892857142858,0.3577095238095238,0.27317893073129257
0.5335,0.3148,0.3224,0.7092,0.5512,0.0202,0.4397,0.7383,0.9204,0.6662,0.1972,0.1441,0.4855,0.4994,0.1694,0.0,0.0,0.0,0.0,0.3894,0.0,0.0455,0.397,0.3957,0.3628,0.0569,0.4703,0.40855,0.5130571428571428,0.15117142857142857,0.2468857142857143,0.4608035714285714,0.21498095238095238,0.09906399064625851
0.5638,0.1062,0.2276,0.2099,0.1783,0.1011,0.4185,0.0228,0.6587,0.7661,0.0796,0.4273,0.4842,0.2314,0.1858,0.0,0.0556,0.0,0.0,0.1783,0.0,0.043,0.4475,0.4286,0.0,0.0973,0.469,0.23114999999999997,0.4081714285714286,0.09301428571428572,0.21219999999999997,0.3196607142857143,0.17247142857142853,0.0551323400510204
0.6523,0.2453,0.2111,0.6397,0.2819,0.1643,0.4371,0.5664,0.6169,0.7067,0.1795,0.1934,0.3704,0.0,0.1909,0.0,0.1732,0.0,0.0,0.0228,0.0,0.0594,0.5348,0.445,0.158,0.134,0.4817,0.36576666666666663,0.4386285714285715,0.05527142857142857,0.25898571428571426,0.4021976190476191,0.19108095238095235,0.07685230409297052
0.6372,0.2743,0.2541,0.3489,0.3502,0.0657,0.3404,0.22,0.6081,0.8723,0.2819,0.5613,0.6094,0.1922,0.182,0.0,0.1075,0.0,0.0,0.1113,0.0,0.0405,0.4994,0.4248,0.0025,0.1062,0.4728,0.32173333333333337,0.4990571428571428,0.08471428571428571,0.22088571428571432,0.4103952380952381,0.17549523809523812,0.07202241002267575
0.5676,0.2212,0.7699,0.3692,0.3047,0.1188,0.3391,0.0607,0.6751,0.8685,0.4235,0.507,0.3161,0.3287,0.1745,0.0,0.0,0.0,0.0,0.2541,0.0,0.0367,0.4576,0.4134,0.0013,0.0898,0.4779,0.39189999999999997,0.4557142857142858,0.10818571428571429,0.21095714285714284,0.4238071428571429,0.1767,0.07488672214285715
0.4842,0.2895,0.6485,0.0544,0.3161,0.1365,0.3589,0.3982,0.6094,0.689,0.1087,0.1188,0.6498,0.5209,0.1669,0.0,0.0,0.0,0.0,0.3451,0.0,0.0379,0.4248,0.3818,0.0063,0.0771,0.4753,0.3215333333333334,0.4189714285714285,0.14755714285714286,0.20045714285714286,0.37025238095238094,0.18282380952380953,0.06769095077097506
0.4703,0.3793,0.2756,0.6903,0.775,0.1264,0.2715,0.2339,0.5651,0.6005,0.1795,0.6827,0.3085,0.5411,0.158,0.0,0.0,0.0,0.0,0.2187,0.0,0.0354,0.402,0.2933,0.665,0.0442,0.4766,0.45281666666666665,0.40595714285714285,0.1311142857142857,0.2737857142857143,0.4293869047619048,0.22622857142857145,0.09713958605442177
0.4223,0.5777,0.5815,0.2895,0.9722,0.1568,0.3974,0.2554,0.3654,0.7598,0.086,0.804,0.5221,0.7484,0.1479,0.8003,0.0695,0.0,0.0,0.0556,0.0,0.0341,0.4172,0.2503,0.8053,0.0506,0.4829,0.5,0.4557285714285714,0.26024285714285716,0.2914857142857143,0.47786428571428574,0.2810714285714286,0.1343139974489796
0.2326,0.3552,0.1707,0.2579,0.6561,0.4362,0.2318,0.1681,0.2402,0.3805,0.1795,0.5107,0.3654,0.5828,0.1504,0.8142,0.1113,0.0,0.0,0.0531,0.0,0.0544,0.4766,0.3173,0.3097,0.0683,0.4741,0.35145,0.29660000000000003,0.24454285714285715,0.2429142857142857,0.324025,0.24345714285714284,0.07888620071428572
0.2339,0.3363,0.5537,0.6258,0.9381,0.3565,0.2159,0.0569,0.2137,0.4602,0.0796,0.1997,0.5474,0.4564,0.1593,0.8053,0.1833,0.0,0.0,0.0493,0.0,0.0392,0.4905,0.3578,0.0139,0.0872,0.4791,0.5073833333333333,0.25334285714285715,0.2362285714285714,0.20967142857142856,0.3803630952380952,0.21852380952380948,0.08311839257369612
0.9128,0.933,0.9836,0.6498,0.7863,0.3464,0.7563,0.5019,0.8824,0.9406,0.2617,0.8407,0.1833,0.6599,0.1416,0.9153,0.4286,0.0,0.0,0.0,0.0,0.0468,0.4779,0.2617,0.3363,0.0417,0.6144,0.76865,0.6238428571428571,0.3064857142857143,0.2541142857142857,0.6962464285714286,0.2715714285714286,0.18908063724489796
0.7598,0.6675,0.7295,0.6827,0.1214,0.8205,0.5285,0.2099,0.9633,0.9204,0.6359,0.7434,0.5386,0.5057,0.1441,0.8774,0.493,0.0,0.0,0.0,0.0,0.0569,0.5221,0.3009,0.0961,0.0885,0.6245,0.6302333333333333,0.6485714285714286,0.2886,0.24128571428571427,0.639402380952381,0.2570571428571429,0.1643629491836735
0.6776,0.1138,0.3666,0.335,0.129,0.1315,0.4212,0.4437,0.8192,0.804,0.2895,0.8217,0.5019,0.2718,0.1454,0.732,0.5954,0.0,0.0,0.0,0.0,0.0607,0.5613,0.354,0.1049,0.0923,0.6271,0.29224999999999995,0.5858857142857143,0.24922857142857144,0.2571857142857143,0.4390678571428571,0.25453333333333333,0.11175740523809523
0.7699,0.8015,0.9545,0.7181,0.78,0.3641,0.5311,0.3742,0.842,0.9014,0.5487,0.8357,0.5158,0.1568,0.1466,0.5917,0.5942,0.0,0.0,0.0,0.0,0.0657,0.5866,0.3654,0.5461,0.1239,0.6283,0.73135,0.649842857142857,0.21275714285714287,0.33085714285714285,0.6905964285714286,0.2914904761904762,0.2013022818197279
0.8255,0.7193,0.7421,0.847,0.8344,0.5234,0.9166,0.6789,0.6675,0.8673,0.6625,0.9987,0.445,0.1492,0.1492,0.0,0.397,0.0,0.0,0.0291,0.2174,0.0936,0.6119,0.3869,0.4994,0.129,0.6321,0.7486166666666666,0.7480714285714286,0.10350000000000001,0.3671857142857143,0.7483440476190476,0.2792904761904762,0.2090053654138322
0.9153,0.8142,0.9659,0.7598,0.4652,0.7699,0.7497,0.6321,0.8028,0.8812,0.6056,0.8698,0.1163,0.2212,0.153,0.0,0.3831,0.0,0.2326,0.1062,0.2174,0.0948,0.6422,0.421,0.0493,0.1947,0.6308,0.7817166666666667,0.6653571428571429,0.1565857142857143,0.32145714285714283,0.7235369047619048,0.2665,0.19282258511904765
0.9558,0.9305,0.689,0.9494,0.2339,0.8319,0.9007,0.6574,0.9937,0.9279,0.7977,0.9722,0.2718,0.507,0.1429,0.0,0.8015,0.0,0.3325,0.287,0.0,0.0645,0.6498,0.4033,0.1985,0.1429,0.6372,0.7650833333333334,0.7887714285714286,0.29584285714285713,0.29945714285714287,0.776927380952381,0.29825238095238094,0.23172044119614513
0.8243,0.4766,0.7345,0.8938,0.402,0.6802,0.7099,0.6195,0.9178,0.6928,0.4564,0.689,0.3413,0.2276,0.1391,0.5436,0.4513,0.0,0.0,0.0,0.0,0.0607,0.6144,0.3692,0.3932,0.1188,0.6334,0.6685666666666666,0.6323857142857143,0.1945142857142857,0.31281428571428566,0.6504761904761904,0.27338095238095234,0.1778278004535147
0.8458,0.9798,0.5992,0.7231,0.2933,0.5601,0.9073,0.9633,0.9836,0.6751,0.5145,0.5373,0.2389,0.5474,0.134,0.0,0.7838,0.0,0.2174,0.1441,0.0,0.0632,0.6574,0.3767,0.4867,0.1226,0.6359,0.6668833333333334,0.6885714285714286,0.2609571428571429,0.3346428571428572,0.6777273809523809,0.3100809523809524,0.2101503517403628
0.8217,0.536,0.8028,0.7813,0.4956,0.2731,0.8702,0.5082,0.8862,0.847,0.3692,0.933,0.0973,0.4791,0.1252,0.0,0.0632,0.0,0.0,0.043,0.0,0.0316,0.4513,0.0493,0.1188,0.0405,0.8028,0.6184166666666666,0.6444428571428571,0.10150000000000002,0.21347142857142856,0.6314297619047619,0.17614761904761903,0.11122484915532878
0.7737,0.7762,0.7307,0.8951,0.9507,0.1302,0.8212,0.5638,0.3869,0.7219,0.3148,0.5196,0.0695,0.5689,0.1214,0.0,0.0,0.0,0.0,0.196,0.0,0.0265,0.4071,0.043,0.1972,0.0303,0.8053,0.7094333333333335,0.48538571428571436,0.1266142857142857,0.21562857142857142,0.597409523809524,0.18595714285714285,0.11109256816326532
0.8559,0.7737,0.5221,0.5651,0.6587,0.2832,0.7325,0.5828,0.8508,0.775,0.5095,0.7497,0.3932,0.6814,0.129,0.0,0.2503,0.0,0.0,0.0784,0.0,0.0506,0.4968,0.0759,0.6321,0.0582,0.804,0.6097833333333333,0.6562142857142857,0.16272857142857142,0.3025142857142857,0.6329988095238095,0.2559190476190476,0.16199645247732425
0.976,0.8167,0.6814,0.981,0.0253,0.9975,0.9046,0.2162,0.9343,0.8394,0.2415,0.7231,0.2061,0.6612,0.1315,0.0,0.2705,0.0,0.0,0.2301,0.0,0.0531,0.5727,0.2263,0.7307,0.0847,0.8192,0.7463166666666666,0.5807428571428571,0.18475714285714284,0.3552428571428572,0.6635297619047619,0.29841428571428574,0.1980067599489796
0.818,0.8609,0.8635,0.9229,0.6662,0.5777,0.7854,0.5006,0.5714,0.8559,0.3818,0.7649,0.0,0.7231,0.1239,0.0,0.8609,0.0,0.3894,0.5158,0.0,0.0784,0.6056,0.2099,0.2668,0.0936,0.8205,0.7848666666666667,0.5514285714285715,0.3733,0.29639999999999994,0.6681476190476191,0.32203333333333334,0.21516580492063495
0.9735,0.9279,0.8445,0.8217,0.4425,0.493,0.8675,0.493,0.8748,0.8875,0.804,0.9077,0.0796,0.5992,0.1226,0.0,0.4298,0.0,0.1934,0.091,0.0,0.0759,0.5322,0.0721,0.2162,0.0594,0.8129,0.7505166666666666,0.7020142857142858,0.20514285714285713,0.25267142857142855,0.7262654761904762,0.2368285714285714,0.1720004152040816
0.7788,0.7535,0.555,0.7939,0.4994,0.8217,0.8993,0.091,0.5601,0.6877,0.1972,0.7484,0.0594,0.598,0.1201,0.0,0.1176,0.0,0.0,0.1972,0.0,0.0303,0.4829,0.0455,0.0645,0.0367,0.8078,0.7003833333333334,0.4633,0.14755714285714286,0.20967142857142854,0.5818416666666667,0.18896666666666664,0.10994868027777777
0.7952,0.9153,0.6903,0.8407,0.5297,0.871,0.7232,0.3274,0.9595,0.8887,0.4324,0.9102,0.2604,0.4842,0.1188,0.0,0.0,0.0,0.0,0.268,0.0,0.0202,0.3944,0.0291,0.5487,0.0253,0.8154,0.7737000000000002,0.6431142857142856,0.12442857142857143,0.2618714285714286,0.7084071428571429,0.21605714285714286,0.15305642326530614
0.67,0.6662,0.8534,0.8293,0.7408,0.3262,0.9722,0.5487,0.8205,0.7636,0.1466,0.7573,0.0,0.3906,0.8205,0.0,0.1606,0.0,0.0,0.1858,0.0,0.019,0.4817,0.0417,0.0202,0.0329,0.8142,0.6809833333333333,0.5727,0.2225,0.20138571428571428,0.6268416666666666,0.20842380952380954,0.13064872813492065
0.7851,0.7092,0.9583,0.8331,0.9191,0.2377,0.943,0.4943,0.6713,0.6764,0.5335,0.6789,0.1745,0.3515,0.6498,0.0,0.7269,0.0,0.3249,0.1378,0.0,0.0518,0.5512,0.067,0.0721,0.0632,0.8091,0.7404166666666666,0.5959857142857142,0.3129857142857143,0.23062857142857143,0.6682011904761904,0.2580809523809524,0.1724499996201814
0.6764,0.6473,0.8723,0.6195,0.9444,0.1479,0.9483,0.4311,0.3451,0.5335,0.2693,0.5777,0.3843,0.2933,0.8824,0.0,0.1517,0.0,0.2718,0.158,0.0,0.0278,0.5032,0.0442,0.0936,0.0392,0.8066,0.6513,0.49847142857142857,0.25102857142857143,0.2163714285714286,0.5748857142857142,0.22792380952380956,0.13103014204081634
0.8761,0.6511,0.5727,0.7193,0.3818,0.7472,0.702,0.7257,0.8053,0.7029,0.3982,0.8192,0.3085,0.5348,0.8812,0.5954,0.3641,0.8799,0.0,0.0455,0.0,0.0101,0.4286,0.0329,0.2061,0.0114,0.8104,0.6580333333333334,0.6374000000000001,0.4715571428571429,0.2142142857142857,0.6477166666666667,0.2999952380952381,0.19431191563492065
0.9254,0.7383,0.7712,0.8394,0.1922,0.9684,0.8649,0.3123,0.8673,0.9937,0.3982,0.952,0.3034,0.6625,0.8748,0.5373,0.1365,0.8609,0.0,0.2781,0.0,0.0253,0.4349,0.0303,0.0556,0.0152,0.8116,0.73915,0.670257142857143,0.47858571428571434,0.19612857142857143,0.7047035714285714,0.2902809523809524,0.20456202386054426
0.8483,0.9292,0.9267,0.804,0.5828,0.6372,0.7086,0.3502,0.732,0.9305,0.5676,0.6536,0.4336,0.823,0.8647,0.9381,0.464,0.9861,0.0,0.2402,0.0,0.0177,0.3679,0.0253,0.3439,0.0051,0.818,0.7880333333333334,0.6251571428571429,0.6165857142857142,0.2254142857142857,0.706595238095238,0.3558047619047619,0.2514099504535147
0.981,0.8951,0.7054,0.89,0.574,0.6081,0.9841,0.7042,0.9368,0.8799,0.7977,0.8521,0.0594,0.5525,0.8938,0.7004,0.5499,0.0,0.3186,0.445,0.0,0.086,0.7016,0.3123,0.2339,0.1745,0.7737,0.7756000000000002,0.7448857142857143,0.4943142857142857,0.326,0.7602428571428572,0.38210476190476195,0.2904924159183674
0.8142,0.6877,0.7788,0.7876,0.4513,0.2541,0.8119,0.8091,0.6839,0.8078,0.5588,0.6599,0.0,0.7863,0.9064,0.9343,0.8736,0.0,0.6941,0.6157,0.0,0.1391,0.7168,0.3186,0.1669,0.177,0.7649,0.62895,0.6187714285714286,0.6872,0.3261857142857143,0.6238607142857143,0.44652380952380955,0.27856866275510206
0.7838,0.7977,0.933,0.7611,0.4551,0.8786,0.9642,0.4185,0.7889,0.8154,0.5196,0.6587,0.0,0.2528,0.8963,0.7092,0.9191,0.0,0.1808,0.129,0.0,0.1416,0.7522,0.3249,0.3906,0.1492,0.7724,0.7682166666666665,0.5950428571428571,0.44102857142857144,0.36155714285714285,0.6816297619047618,0.38804761904761903,0.26450480617913824
0.7421,0.9709,0.9393,0.9292,0.9633,0.4336,0.9258,0.4058,0.7118,0.5601,0.4071,0.7396,0.0,0.3692,0.9115,0.9254,0.7421,0.0,0.4652,0.2111,0.0,0.1403,0.7547,0.3464,0.1833,0.158,0.7661,0.8297333333333334,0.5357428571428572,0.5177857142857143,0.3355428571428571,0.6827380952380953,0.39629047619047614,0.27056260487528344
0.6877,0.8306,0.7459,0.8609,0.7105,0.2212,0.9987,0.7307,0.4223,0.1783,0.3932,0.885,0.0,0.2604,0.9039,0.7674,0.909,0.0,0.6599,0.5499,0.2174,0.1846,0.799,0.3704,0.8597,0.1909,0.7699,0.6761333333333334,0.5154571428571428,0.5786428571428571,0.48455714285714296,0.595795238095238,0.5159190476190477,0.307382111814059
0.6865,0.7257,0.713,0.7358,0.8217,0.579,0.9669,0.6523,0.4526,0.5651,0.3767,0.6005,0.1833,0.7257,0.9254,0.5449,0.5828,0.0,0.78,0.4387,0.2174,0.2162,0.7965,0.4678,0.8786,0.2819,0.7712,0.7102833333333333,0.5424857142857143,0.5710714285714287,0.5185142857142857,0.6263845238095238,0.5360333333333334,0.33576298424603174
0.6953,0.8407,0.7067,0.4235,0.8268,0.5664,0.9205,0.3793,0.4374,0.4981,0.2693,0.8243,0.0,0.3413,0.9191,0.7396,0.2642,0.0,0.464,0.2465,0.0,0.134,0.7674,0.4197,0.536,0.2693,0.7674,0.6765666666666666,0.47555714285714284,0.42495714285714287,0.41339999999999993,0.5760619047619048,0.41725238095238093,0.24036320133786848
0.9418,0.9355,0.5954,0.8887,0.4399,0.6574,0.8596,0.7206,0.6941,0.8862,0.445,0.8546,0.2491,0.579,0.9279,0.7181,0.3805,0.0,0.5727,0.5196,0.0,0.1378,0.7497,0.4311,0.5335,0.4614,0.7522,0.7431166666666668,0.6727428571428573,0.5282571428571428,0.4379571428571428,0.707929761904762,0.4680571428571428,0.33135158170068024
0.8028,0.8774,0.6296,0.909,0.9166,0.4286,0.9536,0.3944,0.6233,0.5664,0.4968,0.7118,0.0695,0.8028,0.9343,0.598,0.3009,0.0,0.5183,0.3426,0.2174,0.1353,0.7649,0.4855,0.1429,0.464,0.7686,0.7606666666666667,0.5451142857142857,0.4995571428571428,0.42551428571428573,0.6528904761904761,0.4501952380952381,0.29392818337868476
0.7611,0.8635,0.9381,0.8104,0.9406,0.2402,0.9219,0.3818,0.7509,0.5234,0.6852,0.7168,0.0,0.9254,0.8976,0.0,0.1264,0.0,0.5866,0.5904,0.0,0.048,0.6258,0.0645,0.4804,0.2061,0.7446,0.7589833333333332,0.5685714285714286,0.4466285714285715,0.3099142857142857,0.6637773809523809,0.35548571428571424,0.23596337639455778
0.7724,0.7952,0.4185,0.7712,0.5145,0.7585,0.8172,0.7826,0.5322,0.7927,0.6207,0.8875,0.4791,0.9659,0.8837,0.8306,0.957,0.9507,0.7535,0.5765,0.0,0.0088,0.354,0.0076,0.1517,0.0025,0.9494,0.6717166666666666,0.7017142857142857,0.8454142857142858,0.21057142857142858,0.6867154761904761,0.42218571428571433,0.2899214638265306
0.7649,0.7914,0.847,0.9166,0.799,0.4324,0.7377,0.7193,0.8938,0.8344,0.9267,0.7307,0.6713,0.7472,0.9241,0.0,0.4185,0.0,0.2048,0.7332,0.0,0.0025,0.3805,0.0278,0.0354,0.0038,0.957,0.7585500000000001,0.7877,0.4325428571428572,0.201,0.7731250000000001,0.2781809523809524,0.21506864880952387
0.8053,0.7712,0.4564,0.6928,0.641,0.8862,0.8795,0.8394,0.8951,0.8584,0.9393,0.7054,0.7257,0.5044,0.8925,0.0,0.6915,0.0,0.0,0.6498,0.0,0.0228,0.4665,0.0405,0.0253,0.0164,0.9558,0.7088166666666668,0.8346857142857143,0.39117142857142856,0.21818571428571426,0.7717511904761905,0.27584761904761906,0.21288572839002268
0.8862,0.8723,0.6372,0.9128,0.2301,0.914,0.6305,0.4046,0.8167,0.823,0.5424,0.8812,0.2718,0.5803,0.885,0.5386,0.8445,0.8622,0.0,0.3502,0.0,0.024,0.445,0.0341,0.0303,0.0088,0.952,0.7420999999999999,0.6243142857142857,0.5801142857142857,0.21345714285714285,0.6832071428571428,0.33567619047619046,0.22933637102040813
0.7383,0.7459,0.6561,0.8799,0.7585,0.5815,0.9788,0.2528,0.6738,0.7155,0.2857,0.7851,0.2491,0.426,0.89,0.0,0.6157,0.0,0.0,0.0885,0.0,0.0215,0.5158,0.0392,0.1694,0.0215,0.9532,0.7267,0.5629714285714285,0.2886,0.24580000000000002,0.6448357142857142,0.26006666666666667,0.16770027476190474
0.6637,0.6827,0.3843,0.7067,0.871,0.2453,0.6649,0.6991,0.4071,0.421,0.3856,0.5702,0.402,0.8281,0.8913,0.0,0.2807,0.0,0.5752,0.574,0.0,0.0291,0.5651,0.048,0.1808,0.0796,0.9507,0.5922833333333334,0.5071285714285715,0.44989999999999997,0.26475714285714286,0.5497059523809524,0.3264714285714286,0.17946328756802724
0.6675,0.9975,1.0,0.8028,0.9962,0.153,0.649,0.3224,0.7838,0.8837,0.9052,0.8293,0.4855,0.8167,0.9431,0.0,0.8951,0.0,0.6511,0.7863,0.0,0.0164,0.4564,0.2389,0.1353,0.0228,0.9545,0.7695,0.6941285714285714,0.5846142857142856,0.26061428571428574,0.7318142857142858,0.3686142857142857,0.26975720020408167
0.7762,0.8559,0.9153,0.775,0.914,0.3477,0.857,0.89,0.2541,0.5461,0.5954,0.8887,0.1745,0.9709,0.933,0.9583,0.933,0.0,0.8862,0.8989,0.2174,0.1808,0.7244,0.4412,0.0442,0.9937,0.2908,0.7640166666666666,0.6008285714285714,0.7971857142857143,0.4132142857142857,0.682422619047619,0.5412047619047619,0.36933037106009065
0.665,0.914,0.7231,0.9836,0.9178,0.574,0.9762,0.1188,0.2933,0.5499,0.3097,0.4842,0.1922,0.5436,0.9052,0.5879,0.0834,0.0,0.2225,0.0253,0.0,0.0721,0.6195,0.0708,0.3995,0.2415,0.2794,0.79625,0.4177571428571429,0.3382714285714286,0.24039999999999997,0.6070035714285714,0.2730238095238095,0.16572642746598637
0.6839,0.78,0.9912,0.7623,0.9482,0.2642,1.0,0.2617,0.3413,0.5145,0.1934,0.5815,0.0,0.464,0.9128,0.6675,0.2984,0.0,0.4109,0.3654,0.0,0.0822,0.6726,0.2566,0.67,0.7497,0.2807,0.7382999999999998,0.41319999999999996,0.44557142857142856,0.38739999999999997,0.5757499999999999,0.40679047619047615,0.2342096166666666
0.7004,0.8394,0.6384,0.5474,0.5133,0.4298,0.9232,0.4362,0.6296,0.4994,0.2301,0.3831,0.0796,0.6802,0.9178,0.8938,0.4197,0.0,0.6688,0.4716,0.2174,0.2149,0.6928,0.2895,0.5752,0.8875,0.2756,0.61145,0.45445714285714295,0.5788428571428571,0.4504142857142857,0.5329535714285715,0.4932238095238095,0.26286539079931975
0.6713,0.885,0.4602,0.8192,0.957,0.2364,0.9576,0.3894,0.1681,0.0632,0.1429,0.5575,0.1429,0.8989,0.9153,0.8331,0.2124,0.0,0.4905,0.5183,0.0,0.0733,0.6321,0.1302,0.1707,0.4033,0.2769,0.6715166666666667,0.3459428571428571,0.5526428571428571,0.2409285714285714,0.5087297619047619,0.3448333333333333,0.17542697956349207
0.7497,0.8887,0.9595,0.7522,0.9836,0.2124,0.8689,0.3856,0.6384,0.6245,0.3388,0.6979,0.3932,0.9621,0.9267,0.0,0.8534,0.0,0.2882,0.7509,0.0,0.0708,0.5272,0.1239,0.1618,0.0708,0.2781,0.7576833333333334,0.5639000000000001,0.5401857142857144,0.17608571428571426,0.6607916666666667,0.29745238095238097,0.19655405456349206
0.7143,0.6852,0.7939,0.6448,0.8647,0.4083,0.7682,0.6346,0.4336,0.4475,0.3388,0.6877,0.3654,0.7851,0.9482,0.0,0.9166,0.0,0.7952,0.4956,0.2174,0.1365,0.8167,0.493,0.8432,0.2882,0.8458,0.6852,0.5251142857142858,0.5629571428571428,0.5201142857142858,0.605157142857143,0.5343952380952381,0.3233930954421769
0.7193,0.8913,0.6523,0.7269,0.9014,0.3401,0.6119,0.268,0.6346,0.4412,0.5044,0.8685,0.0531,0.67,0.9456,0.0,0.0506,0.0,0.0,0.33,0.2174,0.2288,0.8609,0.4981,0.9469,0.2832,0.8534,0.7052166666666667,0.4831,0.2851714285714286,0.5555285714285715,0.5941583333333333,0.4654095238095239,0.27652694698412705
0.7408,0.8091,0.7674,0.8167,0.6549,0.8647,0.9815,0.3515,0.421,0.7649,0.4324,0.9052,0.0594,0.6536,0.9608,0.0,0.2579,0.0,0.0,0.3047,0.0,0.1327,0.8748,0.4994,0.8496,0.2086,0.8483,0.7756,0.5594142857142856,0.311,0.48762857142857147,0.6675071428571429,0.428752380952381,0.2861952768027211
0.7674,0.8812,0.9469,0.7295,0.5082,0.2351,0.849,0.6131,0.3123,0.3388,0.5714,0.8154,0.2389,0.6688,0.9621,0.0,0.6536,0.8913,0.33,0.6448,0.2174,0.1315,0.8483,0.5006,0.8622,0.2187,0.8508,0.6780499999999999,0.5341285714285714,0.5929428571428571,0.5185000000000001,0.6060892857142857,0.5433142857142857,0.32929696734693875
0.8306,0.8344,0.4716,0.8546,0.6308,0.775,0.9974,0.7054,0.9191,0.9102,0.7155,0.9191,0.0796,0.6903,0.9798,0.0,0.7952,0.9595,0.6131,0.5563,0.0,0.1302,0.8736,0.1618,0.048,0.1719,0.8521,0.7328333333333333,0.7494714285714287,0.6563142857142858,0.31965714285714286,0.741152380952381,0.4318761904761905,0.3200860668480726
0.7257,0.823,0.6991,0.8306,0.8508,0.5841,1.0,0.5284,0.4804,0.4968,0.5424,0.3641,0.0695,0.7686,0.9684,0.0,0.7383,0.9735,0.6081,0.6435,0.2174,0.129,0.8534,0.4842,0.0316,0.1985,0.8534,0.7522166666666666,0.49737142857142863,0.6714857142857144,0.3953571428571429,0.6247940476190477,0.48740000000000006,0.30452461880952386
0.9355,0.9115,0.8976,0.9064,0.5714,0.5904,0.996,0.7674,0.9406,0.9241,0.7914,0.9912,0.1922,0.8571,0.9735,0.0,0.6814,0.0,0.0,0.5815,0.0,0.1264,0.89,0.3021,0.0405,0.1517,0.8559,0.8021333333333334,0.8004142857142857,0.44192857142857145,0.33808571428571427,0.8012738095238096,0.37270000000000003,0.29863474880952384
0.7016,0.9469,0.8887,0.8078,0.8925,0.3135,0.8252,0.713,0.3932,0.426,0.4753,0.7295,0.0695,0.8774,0.9722,0.0,0.6372,0.0,0.0,0.6056,0.0,0.0809,0.914,0.2845,0.3666,0.1315,0.842,0.7585000000000001,0.5188142857142857,0.44177142857142854,0.3742142857142857,0.6386571428571428,0.3967333333333333,0.2533765771428571
0.7863,0.8799,0.9633,0.8281,0.9671,0.2263,0.7205,0.5752,0.3856,0.4589,0.4362,0.7446,0.0531,0.6283,0.9823,0.0,0.7977,0.0,0.1871,0.2137,0.0,0.1783,0.933,0.1429,0.3375,0.1049,0.8407,0.7751666666666668,0.4820142857142858,0.4013,0.3624714285714286,0.6285904761904763,0.3754142857142857,0.23598184462585037
0.8976,0.866,0.5297,0.8925,0.5335,0.7484,0.9152,0.7509,0.7535,0.6675,0.6561,0.5297,0.0796,0.7826,0.9848,0.0,0.8344,0.0,0.1909,0.2124,0.0,0.1732,0.9064,0.1277,0.043,0.1302,0.847,0.7446166666666666,0.6217857142857143,0.4293,0.3182142857142857,0.6832011904761904,0.3552428571428572,0.24270234290816328
0.8698,0.7244,0.9166,0.7914,0.6119,0.6903,0.8728,0.3249,0.9115,0.7762,0.6561,0.9621,0.0796,0.7636,0.9861,0.0,0.8786,0.9368,0.6877,0.2807,0.0,0.1719,0.8925,0.1264,0.086,0.1391,0.8496,0.7674,0.6547428571428571,0.6476428571428572,0.3236428571428572,0.7110714285714286,0.4316428571428572,0.30692890306122456
0.6915,0.7118,0.7193,0.9532,0.8989,0.0885,0.8887,0.0051,0.1302,0.3198,0.3021,0.6561,0.0695,0.9899,0.9507,0.7699,0.9709,0.9102,0.957,0.9684,0.2174,0.2592,0.7712,0.4893,0.8862,0.6675,0.9052,0.6772,0.3387857142857143,0.9309999999999999,0.5994285714285714,0.5079928571428571,0.709952380952381,0.36065073843537415
0.9077,0.689,0.7585,0.8559,0.2288,0.9583,0.8225,0.5512,0.7193,0.7686,0.5196,0.7977,0.0,0.9735,0.9697,0.0,0.9343,0.9987,0.9418,0.9646,0.2174,0.2579,0.8053,0.4374,0.0531,0.1972,0.9027,0.7330333333333333,0.5969857142857143,0.8260857142857142,0.41014285714285714,0.6650095238095238,0.5487904761904762,0.36495089324263036
